condition	GO_enrichment	concord	compound	SGTC_ID	SGTC_ID.BP	signature	type	drug
UBC_caspofungin:25nM	UBC_caspofungin:25nM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_caspofungin_2019-09-16-15-57-28_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_caspofungin</a>	0.65	1171-0579	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_951>SGTC_951</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_951.BP>SGTC_951.BP</a>	cell wall	major	caspofungin
NIBR_caspofungin|A:0.01uM	NIBR_caspofungin|A:0.01uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_echinocandinb_0.01_2019-09-16-15-57-33_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_echinocandinb_0.01</a>	0.55	oleylamine	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1573>SGTC_1573</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1573.BP>SGTC_1573.BP</a>	43	minor	echinocandinb
NIBR_caspofungin:0.007uM	NIBR_caspofungin:0.007uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_echinocandinc_0.007_2019-09-16-15-57-36_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_echinocandinc_0.007</a>	0.33	0957-0399	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_360>SGTC_360</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_360.BP>SGTC_360.BP</a>	cell wall	major	echinocandinc
NIBR_caspofungin|B:0.01uM	NIBR_caspofungin|B:0.01uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_echinocandinc_0.01_2019-09-16-15-57-40_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_echinocandinc_0.01</a>	0.53	st057645	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1864>SGTC_1864</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1864.BP>SGTC_1864.BP</a>	amide catabolism	major	echinocandinc
UBC_cerulenin|A:830nM	UBC_cerulenin|A:830nM	no GO enrichment							cerulenin
UBC_cerulenin|B:830nM	UBC_cerulenin|B:830nM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_ceruleninB_2019-09-16-15-57-48_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_ceruleninB</a>	0.79	cerulenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2417>SGTC_2417</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2417.BP>SGTC_2417.BP</a>		unique	cerulenin
NIBR_cerulenin:1.6uM	NIBR_cerulenin:1.6uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cerulenin_1.6_2019-09-16-15-57-52_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cerulenin_1.6</a>	0.49	k007-0256	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_553>SGTC_553</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_553.BP>SGTC_553.BP</a>	heme biosynthesis & mitochondrial translocase	major	cerulenin
UBC_chlorpromazine:9.18uM	UBC_chlorpromazine:9.18uM	no GO enrichment							chlorpromazine
NIBR_chlorpromazine:12.5uM	NIBR_chlorpromazine:12.5uM	no GO enrichment							chlorpromazine
NIBR_chlorpromazine:25.28uM	NIBR_chlorpromazine:25.28uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_chlorpromazine_25.28_2019-09-16-15-57-59_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_chlorpromazine_25.28</a>	0.34	1112-0046	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_172>SGTC_172</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_172.BP>SGTC_172.BP</a>	NEO1	major	chlorpromazine
NIBR_chondramide:90uM	NIBR_chondramide:90uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_chondramide_90_2019-09-16-15-58-04_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_chondramide_90</a>	0.65	4469-0029	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1495>SGTC_1495</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1495.BP>SGTC_1495.BP</a>	4	minor	chondramide
NIBR_CoCl2:200uM	NIBR_CoCl2:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cobalt(il)-chlorid_200_2019-09-16-15-58-09_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cobalt(il)-chlorid_200</a>	0.56	5569715	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2153>SGTC_2153</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2153.BP>SGTC_2153.BP</a>	iron homeostasis	major	cobalt(il)-chlorid
NIBR_CoCl2:92.63uM	NIBR_CoCl2:92.63uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cobalt(il)-chlorid_92.63_2019-09-16-15-58-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cobalt(il)-chlorid_92.63</a>	0.47	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	cobalt(il)-chlorid
NIBR_concanamycinA:0.02uM	NIBR_concanamycinA:0.02uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_concanamycinA_0.02_2019-09-16-15-58-14_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_concanamycinA_0.02</a>	0.78	lucigenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_117>SGTC_117</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_117.BP>SGTC_117.BP</a>	redox potentiating	major	concanamycin
NIBR_concanamycinA:0.084uM	NIBR_concanamycinA:0.084uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_concanamycinA_0.084_2019-09-16-15-58-17_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_concanamycinA_0.084</a>	0.67	justicidin b . 9-(1,3-benzodioxol-5-yl)- 6,7-dimethoxynaphtho[2,3-c]furan-1(3h)-one	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1593>SGTC_1593</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1593.BP>SGTC_1593.BP</a>	redox potentiating	major	concanamycin
NIBR_concanamycinA:0.11uM	NIBR_concanamycinA:0.11uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_concanamycinA_0.11_2019-09-16-15-58-20_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_concanamycinA_0.11</a>	0.76	lucigenin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_117>SGTC_117</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_117.BP>SGTC_117.BP</a>	redox potentiating	major	concanamycin
NIBR_concanamycinA:0.474uM	NIBR_concanamycinA:0.474uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_concanamycinA_0.474_2019-09-16-15-58-24_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_concanamycinA_0.474</a>	0.73	justicidin b . 9-(1,3-benzodioxol-5-yl)- 6,7-dimethoxynaphtho[2,3-c]furan-1(3h)-one	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1593>SGTC_1593</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1593.BP>SGTC_1593.BP</a>	redox potentiating	major	concanamycin
UBC_curcumin:80uM	UBC_curcumin:80uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_curcuminA_2019-09-16-15-58-27_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_curcuminA</a>	0.57	k048-0125	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_608>SGTC_608</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_608.BP>SGTC_608.BP</a>	209	minor	curcumin
UBC_curcumin:90.4uM	UBC_curcumin:90.4uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_curcuminB_2019-09-16-15-58-31_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_curcuminB</a>	0.75	1488-2104	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_187>SGTC_187</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_187.BP>SGTC_187.BP</a>	calcium & mitochondrial duress	major	curcumin
NIBR_curcumin:55uM	NIBR_curcumin:55uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_55_2019-09-16-15-58-35_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_55</a>	0.45	5646831	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2395>SGTC_2395</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2395.BP>SGTC_2395.BP</a>	233	minor	curcumin
NIBR_curcumin:58.546uM	NIBR_curcumin:58.546uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_58.546_2019-09-16-15-58-38_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_58.546</a>	0.45	purpurogallin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2504>SGTC_2504</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2504.BP>SGTC_2504.BP</a>	RPP1 & pyrimidine depletion	major	curcumin
NIBR_curcumin|A:58.55uM	NIBR_curcumin|A:58.55uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_58.55_2019-09-16-15-58-41_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_58.55</a>	0.43	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	curcumin
NIBR_curcumin|B:58.55uM	NIBR_curcumin|B:58.55uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_58.55.1_2019-09-16-15-58-43_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_58.55.1</a>	0.44	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	curcumin
NIBR_curcumin|C:58.55uM	NIBR_curcumin|C:58.55uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_58.55.2_2019-09-16-15-58-46_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_58.55.2</a>	0.5	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	curcumin
NIBR_curcumin:70uM	NIBR_curcumin:70uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_70_2019-09-16-15-58-48_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_70</a>	0.34	5569715	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2153>SGTC_2153</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2153.BP>SGTC_2153.BP</a>	iron homeostasis	major	curcumin
NIBR_curcumin:75uM	NIBR_curcumin:75uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_75_2019-09-16-15-58-52_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_75</a>	0.44	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	curcumin
NIBR_curcumin:85uM	NIBR_curcumin:85uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_curcumin_85_2019-09-16-15-58-54_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_curcumin_85</a>	0.51	3970-0862	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_168>SGTC_168</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_168.BP>SGTC_168.BP</a>	83	minor	curcumin
NIBR_CuSO4:120uM	NIBR_CuSO4:120uM	no GO enrichment							copper(ii)sulfate
NIBR_CuSO4:200uM	NIBR_CuSO4:200uM	no GO enrichment							copper(ii)sulfate
NIBR_CuSO4:50uM	NIBR_CuSO4:50uM	no GO enrichment							copper(ii)sulfate
NIBR_CuSO4:75uM	NIBR_CuSO4:75uM	no GO enrichment							copper(ii)sulfate
UBC_cycloheximide:667uM	UBC_cycloheximide:667uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_cycloheximide_2019-09-16-15-59-06_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_cycloheximide</a>	0.91	cycloheximide	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_246>SGTC_246</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_246.BP>SGTC_246.BP</a>		unique	cycloheximide
NIBR_cycloheximide:0.03uM	NIBR_cycloheximide:0.03uM	no GO enrichment							cycloheximide
NIBR_cycloheximide:0.05uM	NIBR_cycloheximide:0.05uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cycloheximide_0.05_2019-09-16-15-59-12_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cycloheximide_0.05</a>	0.33	0870-0863	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_90>SGTC_90</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_90.BP>SGTC_90.BP</a>	38	minor	cycloheximide
NIBR_cyproconazole:0.28uM	NIBR_cyproconazole:0.28uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cyproconazole_0.28_2019-09-16-15-59-15_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cyproconazole_0.28</a>	0.64	0527-0199	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_868>SGTC_868</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_868.BP>SGTC_868.BP</a>	fatty acid desaturase (OLE1)	major	cyproconazole
NIBR_cytochalasin:0.5uM	NIBR_cytochalasin:0.5uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_cytochalasin_0.5_2019-09-16-15-59-19_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_cytochalasin_0.5</a>	0.47	miconazole	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_252>SGTC_252</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_252.BP>SGTC_252.BP</a>	ergosterol depletion effects on membrane	major	cytochalasin
NIBR_d-sorbitol:550nM	NIBR_d-sorbitol:550nM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_d-sorbitol_550000_2019-09-16-15-59-23_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_d-sorbitol_550000</a>	0.15	st038567	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1518>SGTC_1518</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1518.BP>SGTC_1518.BP</a>		unique	d-sorbitol
NIBR_d-sorbitol:650nM	NIBR_d-sorbitol:650nM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_d-sorbitol_650000_2019-09-16-15-59-25_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_d-sorbitol_650000</a>	0.29	9135183	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_3249>SGTC_3249</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_3249.BP>SGTC_3249.BP</a>	60S ribosome export	major	d-sorbitol
UBC_dactinomycin:12.96uM	UBC_dactinomycin:12.96uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_dactinomycin_2019-09-16-15-59-27_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_dactinomycin</a>	0.58	dactinomycin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2661>SGTC_2661</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2661.BP>SGTC_2661.BP</a>	redox potentiating	major	dactinomycin
NIBR_dactinomycin:75.238uM	NIBR_dactinomycin:75.238uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_actinomycind_75.238_2019-09-16-15-59-31_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_actinomycind_75.238</a>	0.65	4469-0029	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1495>SGTC_1495</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1495.BP>SGTC_1495.BP</a>	4	minor	actinomycind
NIBR_deferasirox:200uM	NIBR_deferasirox:200uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_deferasirox_200_2019-09-16-15-59-35_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_deferasirox_200</a>	0.46	purpurogallin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2504>SGTC_2504</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2504.BP>SGTC_2504.BP</a>	RPP1 & pyrimidine depletion	major	deferasirox
NIBR_deferasirox:250uM	NIBR_deferasirox:250uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_deferasirox_250_2019-09-16-15-59-38_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_deferasirox_250</a>	0.53	5646831	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2395>SGTC_2395</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2395.BP>SGTC_2395.BP</a>	233	minor	deferasirox
NIBR_deferasirox:300uM	NIBR_deferasirox:300uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_deferasirox_300_2019-09-16-15-59-41_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_deferasirox_300</a>	0.46	5569715	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2153>SGTC_2153</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2153.BP>SGTC_2153.BP</a>	iron homeostasis	major	deferasirox
NIBR_deferasirox:350uM	NIBR_deferasirox:350uM	no GO enrichment							deferasirox
NIBR_deferasirox:400uM	NIBR_deferasirox:400uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_deferasirox_400_2019-09-16-15-59-46_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_deferasirox_400</a>	0.34	purpurogallin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_2504>SGTC_2504</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_2504.BP>SGTC_2504.BP</a>	RPP1 & pyrimidine depletion	major	deferasirox
NIBR_deferoxamine:200uM	NIBR_deferoxamine:200uM	no GO enrichment							deferoxamine
NIBR_deferoxamine:300uM	NIBR_deferoxamine:300uM	no GO enrichment							deferoxamine
NIBR_dequalinium|A:0.1uM	NIBR_dequalinium|A:0.1uM	no GO enrichment							dequalinium
NIBR_dequalinium|B:0.1uM	NIBR_dequalinium|B:0.1uM	no GO enrichment							dequalinium
NIBR_dequalinium|A:0.2uM	NIBR_dequalinium|A:0.2uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=NIBR_dequalinium_0.2_2019-09-16-15-59-59_fdrThresh_0.1_MCL_HyperG_withNonEnrich>NIBR_dequalinium_0.2</a>	0.67	3091-4833	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_339>SGTC_339</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_339.BP>SGTC_339.BP</a>	iron homeostasis	major	dequalinium
NIBR_dequalinium|B:0.2uM	NIBR_dequalinium|B:0.2uM	no GO enrichment							dequalinium
NIBR_diazaborine:23.37uM	NIBR_diazaborine:23.37uM	no GO enrichment							diazaborine
NIBR_dihydrosphingosine:20uM	NIBR_dihydrosphingosine:20uM	no GO enrichment							dihydrosphingosine
NIBR_dihydrosphingosine:30uM	NIBR_dihydrosphingosine:30uM	no GO enrichment							dihydrosphingosine
UBC_doxorubicin:7.67uM	UBC_doxorubicin:7.67uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_doxorubicinA_2019-09-16-16-00-10_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_doxorubicinA</a>	0.59	doxorubicin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_1085>SGTC_1085</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_1085.BP>SGTC_1085.BP</a>	anthracycline transcription coupled DNA repair	major	doxorubicin
UBC_doxorubicin:8.13uM	UBC_doxorubicin:8.13uM	<a href=http://chemogenomics.pharmacy.ubc.ca/ycs/enmaphg.php?d=labusers_xgmml&exp=UBC_doxorubicinB_2019-09-16-16-00-13_fdrThresh_0.1_MCL_HyperG_withNonEnrich>UBC_doxorubicinB</a>	0.56	doxorubicin	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/index.php?f=&q=SGTC_272>SGTC_272</a>	<a href=http://chemogenomics.pharmacy.ubc.ca/hiphop/enmaphg.php?d=MPv12.110818eP3SDfilter&exp=SGTC_272.BP>SGTC_272.BP</a>	anthracycline transcription coupled DNA repair	major	doxorubicin
